nodeId	pmid	pmcid	np	head	base	type	term	coid	section	arg_type
138cd599cb6693c2bc45f828b9e8d81d	chapter_3_2	978-1-4987-6285-4	the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21)	transfer	the transfer	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg0
5ae73dd2a8f8f82101bce29c468cb879	chapter_3_2	978-1-4987-6285-4	the transfer of a preassembled oligosaccharide (Glc 3 Man 9 GlcNAc 2 , an oligosaccharide of three glucose, nine mannose, and two N-acetylglucosamine) to the asparagine in a recognition sequence of a nascent protein in the ER lumen (Figure 3 .21)	transfer	the transfer	sugar (subset of carbon source)	GlcNAc	COID510815	CHAPTER 3	arg0
7b7349096d544d8cc6f7eb71452508c5	chapter_3_2	978-1-4987-6285-4	variant glycans	glycans	variant glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg0
b40613a4b9afdc04e1e5a3ddc54b6951	chapter_3_2	978-1-4987-6285-4	recombinant proteins directly caused by variant glycans	proteins	recombinant proteins	recombinant protein	recombinant proteins	COID593158	CHAPTER 3	arg1
a63d6042c2ec74d739e6ab35de8e44bc	chapter_3_2	978-1-4987-6285-4	N-acetylglucosaminyltransferase III (GnT-III)	N-acetylglucosaminyltransferase	N-acetylglucosaminyltransferase III	enzyme	N-acetylglucosaminyltransferase	COID039686	CHAPTER 3	arg0
8b13df1542d4c17c8fee6477a81ff3cc	chapter_3_2	978-1-4987-6285-4	the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III))	mannose	the base mannose	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg1
63ba51875773c41b19a4c12a33ee114c	chapter_3_2	978-1-4987-6285-4	Human glycans	glycans	Human glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg0
eedb51fbde9dbccf31872d24bef6840f	chapter_3_2	978-1-4987-6285-4	terminal N-acetylneuraminic acid (NANA)	acid	terminal N-acetylneuraminic acid	amino acid (subset of substrates)	N-acetylneuraminic acid	COID042583	CHAPTER 3	arg1
bc18db361c97304d22777224945e730c	chapter_3_2	978-1-4987-6285-4	the same cell line	line	the same cell line	cell line	cell line	COID702829	CHAPTER 3	arg0
748a87e35a1bc96ca391bbac89d5f448	chapter_3_2	978-1-4987-6285-4	glycoproteins produced by the same cell line	glycoproteins	glycoproteins	product	glycoproteins	COID866322	CHAPTER 3	arg1
65506f5b042f592a064cf06fe056ccac	chapter_3_2	978-1-4987-6285-4	the nucleotide sugars involved in the subsequent reactions, including GDP-mannose and GDP-glucose in the ER.The nucleotide sugars for the extension reactions in the Golgi apparatus are also transported through transporters (Figure 3 .26)	sugars	the nucleotide sugars	sugar (subset of carbon source)	nucleotide sugars	COID937318	CHAPTER 3	arg0
d227a45376c564c4d78c63f36498f57d	chapter_3_2	978-1-4987-6285-4	GDP-glucose	GDP-glucose	GDP-glucose	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg1
8f5844a1bec57d0eefc6f900f43221da	chapter_3_2	978-1-4987-6285-4	GDP-mannose	GDP-mannose	GDP-mannose	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg1
dd12e032888e6657d370006d92d1a9a5	chapter_3_2	978-1-4987-6285-4	The glycan structure on a glycoprotein	structure	The glycan structure	sugar (subset of carbon source)	glycan structure	COID684992	CHAPTER 3	arg0
bf210260db07cf7d5ca41632ae2559c9	chapter_3_2	978-1-4987-6285-4	its half-life	half-life	its half-life	process parameters or process control	half-life	COID125212	CHAPTER 3	arg1
14769aa306400e368d307365bbbdd245	chapter_3_2	978-1-4987-6285-4	recombinant proteins	proteins	recombinant proteins	recombinant protein	recombinant proteins	COID593158	CHAPTER 3	arg0
17a6ec4e0898755a1052be35ea6d1dbb	chapter_3_2	978-1-4987-6285-4	The O-glycans seen in recombinant proteins	O-glycans	The O-glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg1
5a93455901f827d3b73398d0db5e1e96	chapter_3_2	978-1-4987-6285-4	Glycans on glycoproteins	Glycans	Glycans	sugar (subset of carbon source)	Glycans	COID626759	CHAPTER 3	arg0
865e66010c7bef651a492c1a1f296f41	chapter_3_2	978-1-4987-6285-4	their biological activities	activities	their biological activities	clinical outcomes	biological activities	COID518861	CHAPTER 3	arg1
8cfc9db138d3e53385d75d710f5994da	chapter_3_2	978-1-4987-6285-4	GDP-mannose	GDP-mannose	GDP-mannose	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg0
95706b1c5c8e3820ceeaacdbc92a5105	chapter_3_2	978-1-4987-6285-4	the nucleotide sugars involved in the subsequent reactions, including GDP-mannose and GDP-glucose in the ER.The nucleotide sugars for the extension reactions in the Golgi apparatus are also transported through transporters (Figure 3 .26)	sugars	the nucleotide sugars	sugar (subset of carbon source)	nucleotide sugars	COID937318	CHAPTER 3	arg1
02270120aab1005cf6b7315247fae38b	chapter_3_2	978-1-4987-6285-4	GDP-glucose	GDP-glucose	GDP-glucose	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg0
ec2b46cf0baddbb5d6f14761f33adb6c	chapter_3_2	978-1-4987-6285-4	glycoproteins produced in non-human cells	glycoproteins	glycoproteins	product	glycoproteins	COID866322	CHAPTER 3	arg0
77d1a42051677b361a22917b450b2040	chapter_3_2	978-1-4987-6285-4	some NGNA that is not present in human glycoproteins	NGNA	some NGNA	amino acid (subset of substrates)	NGNA	COID390231	CHAPTER 3	arg1
0cb74284d0b9110bd6f844f345c8abbc	chapter_3_2	978-1-4987-6285-4	the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III))	addition	the addition	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg0
10b029a98512fe50834c18d48b19433a	chapter_3_2	978-1-4987-6285-4	further extension of the glycan	extension	further extension	sugar (subset of carbon source)	glycan	COID626759	CHAPTER 3	arg1
e21fc0342e9f189ff2df96b1db7f3a63	chapter_3_2	978-1-4987-6285-4	the addition of GlcNAc to the base mannose (catalyzed by N-acetylglucosaminyltransferase III (GnT-III))	addition	the addition	sugar (subset of carbon source)	GlcNAc	COID510815	CHAPTER 3	arg0
2a7307a7303a12014f701619d898f78a	chapter_3_2	978-1-4987-6285-4	2 N-acetylglucosamine	N-acetylglucosamine	2 N-acetylglucosamine	sugar (subset of carbon source)	N-acetylglucosamine	COID510815	CHAPTER 3	arg0
9f35ee38521f02c0a35dc3025bae35e6	chapter_3_2	978-1-4987-6285-4	9 mannose extended from 2 N-acetylglucosamine	mannose	9 mannose	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg1
7913bc62a68794a0b32bc7e75b7e909d	chapter_3_1	978-1-4987-6285-4	glucose flux in glycolysis	flux	glucose flux	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg1
d4fa3f293bfb340c4cdf1da909cf87f9	chapter_3_1	978-1-4987-6285-4	rapid cell growth	growth	rapid cell growth	cell culture parameters	cell growth	COID093598	CHAPTER 3	arg0
4ba55bf02b9b54aa28533118aa23364a	chapter_3_1	978-1-4987-6285-4	pyruvate synthesis from glycolysis	synthesis	pyruvate synthesis	carbon source (subset of secondary raw materials)	pyruvate	COID727438	CHAPTER 3	arg1
498550c5f618ade8da124e78bd822777	chapter_3_1	978-1-4987-6285-4	the importance of cell metabolism in	importance	the importance	biological process	metabolism	COID291079	CHAPTER 3	arg0
45978e4687edb0456100df24203a7e9f	chapter_3_1	978-1-4987-6285-4	productivity	productivity	productivity	process condition	productivity	COID731421	CHAPTER 3	arg1
ac55e7cf3ed619aac6e2ea170809cf98	chapter_3_1	978-1-4987-6285-4	the PPP	PPP	the PPP	metabolic pathways	PPP	COID233901	CHAPTER 3	arg0
56e7b6ff0f72b5fb1fd09ce3332914e9	chapter_3_1	978-1-4987-6285-4	glycerol 3-phosphate	3-phosphate	glycerol 3-phosphate	carbon source (subset of secondary raw materials)	glycerol	COID217249	CHAPTER 3	arg1
738b9304b04c38eda1b7fbdd2d4f8d15	chapter_3_1	978-1-4987-6285-4	a large number of amino acid transporters (Figure 3.17)	number	a large number	amino acid (subset of substrates)	amino acid	COID693703	CHAPTER 3	arg0
b4fa202f3389272ecd7aeb835e225fe9	chapter_3_1	978-1-4987-6285-4	Amino acids	acids	Amino acids	amino acid (subset of substrates)	Amino acids	COID693703	CHAPTER 3	arg1
991e93a379fe4ebbb5ec5ae0ba001b3b	chapter_3_1	978-1-4987-6285-4	pyruvate	pyruvate	pyruvate	carbon source (subset of secondary raw materials)	pyruvate	COID727438	CHAPTER 3	arg0
9a642633d921c4761c6e0a7fd0f5df33	chapter_3_1	978-1-4987-6285-4	ammonium toxicity	toxicity	ammonium toxicity	culture condition	ammonium	COID714150	CHAPTER 3	arg1
ab862a771924fbff9d7de1cd8808d754	chapter_3_1	978-1-4987-6285-4	the growth rate	rate	the growth rate	cell culture parameters	growth rate	COID957002	CHAPTER 3	arg0
db6d114fd35e0c99550c6d7a7dcc78f1	chapter_3_1	978-1-4987-6285-4	These two types of metabolism	types	These two types	biological process	metabolism	COID291079	CHAPTER 3	arg1
84f8cdbf8f6797dc3a8a20ee188ee5ba	chapter_3_1	978-1-4987-6285-4	the composition of the medium	composition	the composition	media characteristics	medium	COID921897	CHAPTER 3	arg0
a8dca36df6855da5b3822bb97529ca3a	chapter_3_1	978-1-4987-6285-4	changing the concentration of one or several amino acids	concentration	the concentration	amino acid (subset of substrates)	amino acids	COID693703	CHAPTER 3	arg0
3d26f52c3151338603b809de68ce4c60	chapter_3_1	978-1-4987-6285-4	the uptake rates of many	rates	the uptake rates	biological process	uptake rates	COID844360	CHAPTER 3	arg1
f4aa9a4676d7e063d4d82d09c703c7e5	chapter_3_1	978-1-4987-6285-4	a low pH (high H + )	pH	a low pH	bioreactor conditions	pH	COID893209	CHAPTER 3	arg0
ba5a9e2107be77a0ddf64552d69cb492	chapter_3_1	978-1-4987-6285-4	lactate import	import	lactate import	by-product or waste	lactate	COID250920	CHAPTER 3	arg1
7c722d1ecb4da6c382a2fbc5ca199451	chapter_3_1	978-1-4987-6285-4	The second segment of the PPP	segment	The second segment	metabolic pathways	PPP	COID233901	CHAPTER 3	arg0
d16fe527c8f310b2048abc5bea7796bb	chapter_3_1	978-1-4987-6285-4	a 2-C aldehyde (CHO -CH 2 -) unit	unit	a 2-C aldehyde (CHO -CH 2 -) unit	chinese hamster ovary (CHO)	CHO	COID806780	CHAPTER 3	arg1
8095f48070f4e762a0487bea655ba2cc	chapter_3_1	978-1-4987-6285-4	pH	pH	pH	bioreactor conditions	pH	COID893209	CHAPTER 3	arg0
eda2a719ed7cb3462260e6b04d0a1b46	chapter_3_1	978-1-4987-6285-4	the flux of lactate through MCT	flux	the flux	by-product or waste	lactate	COID250920	CHAPTER 3	arg1
69fc31e0f76760894709052a02e96ded	chapter_3_1	978-1-4987-6285-4	Most cell lines of bioprocess importance	lines	Most cell lines	cell line	cell lines	COID702829	CHAPTER 3	arg0
61e140c4b461c8a239d00bdd493b2c27	chapter_3_1	978-1-4987-6285-4	altered growth control that allows them to proliferate quickly in culture	control	altered growth control	cell culture parameters	growth	COID203666	CHAPTER 3	arg1
ebe17c64d6350ab7dc237dd88a54bbab	chapter_3_1	978-1-4987-6285-4	Glucose transporters	transporters	Glucose transporters	sugar (subset of carbon source)	Glucose	COID367406	CHAPTER 3	arg0
925d198c327e0606ce7fa8a1fcc8d315	chapter_3_1	978-1-4987-6285-4	the influx of glucose across the cytosolic membrane	influx	the influx	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg1
96ed10679b63b8f9e322596d9ed38fb9	chapter_3_1	978-1-4987-6285-4	the TCA cycle	cycle	the TCA cycle	acid (subset of secondary raw materials)	TCA	COID780120	CHAPTER 3	arg0
ddf0a8565848cc9e1ff4ebd74acad2eb	chapter_3_1	978-1-4987-6285-4	1 mole of glucose	mole	1 mole	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg1
0fc0ae4251eb75703aa5c89155294d07	chapter_3_1	978-1-4987-6285-4	The regulation of cellular metabolism	regulation	The regulation	biological process	cellular metabolism	COID903943	CHAPTER 3	arg0
c6206bb81332bed21e4718a7de408abb	chapter_3_1	978-1-4987-6285-4	the control of cell growth	control	the control	cell culture parameters	cell growth	COID093598	CHAPTER 3	arg1
b42f3c0d2918fa7bc68e1bcc7057fdb1	chapter_3_1	978-1-4987-6285-4	metabolism	metabolism	metabolism	biological process	metabolism	COID291079	CHAPTER 3	arg0
d1675b0e86b030de340392106b28d2ca	chapter_3_1	978-1-4987-6285-4	growth control	control	growth control	cell culture parameters	growth	COID203666	CHAPTER 3	arg1
8965102b52f6df53781353c37b019a63	chapter_3_1	978-1-4987-6285-4	1.0 unit pH difference	difference	1.0 unit pH difference	bioreactor conditions	pH	COID893209	CHAPTER 3	arg0
65c7c3208a6eb389627eca5f7c0e1aac	chapter_3_1	978-1-4987-6285-4	a strong driving force for pyruvate transport into the mitochondria	force	a strong driving force	carbon source (subset of secondary raw materials)	pyruvate	COID727438	CHAPTER 3	arg1
60ddfda566b8070014e6c7641a89da21	chapter_3_1	978-1-4987-6285-4	no molecular oxygen	oxygen	no molecular oxygen	gases (subset of secondary raw materials)	oxygen	COID472476	CHAPTER 3	arg0
d85513d9e3458be90e63dd250dbb1655	chapter_3_1	978-1-4987-6285-4	glycolysis	glycolysis	glycolysis	metabolic pathways	glycolysis	COID345655	CHAPTER 3	arg1
81b08544f3ac920e0264757a3b341c08	chapter_3_1	978-1-4987-6285-4	the TCA cycle	cycle	the TCA cycle	acid (subset of secondary raw materials)	TCA	COID780120	CHAPTER 3	arg1
3a450b5b87bb4ab6e55275c0bbb60680	chapter_3_1	978-1-4987-6285-4	6-C fructose 6-phosphate	6-phosphate	6-C fructose 6-phosphate	carbon source (subset of secondary raw materials)	fructose	COID532749	CHAPTER 3	arg0
1d20c92cf509be4eb7893bce6a3c5070	chapter_3_1	978-1-4987-6285-4	5-C sugars from the first segment of the PPP	sugars	5-C sugars	metabolic pathways	PPP	COID233901	CHAPTER 3	arg1
59139846201e10880db8e3beee7edf04	chapter_3_1	978-1-4987-6285-4	Aerobic glycolysis	glycolysis	Aerobic glycolysis	metabolic pathways	glycolysis	COID345655	CHAPTER 3	arg0
cb453abd650dff208ad9327f8efc4941	chapter_3_1	978-1-4987-6285-4	a significant portion of the total energy of glucose catabolism in proliferating cells	portion	a significant portion	sugar (subset of carbon source)	glucose	COID367406	CHAPTER 3	arg1
f418655db1c2f9e0c69dcfe3664a3a96	chapter_3_2	978-1-4987-6285-4	glycan structure	structure	glycan structure	sugar (subset of carbon source)	glycan structure	COID684992	CHAPTER 3	arg0
89d033a188b6c69f60fd635ed02b5617	chapter_3_2	978-1-4987-6285-4	biological activities	activities	biological activities	clinical outcomes	biological activities	COID518861	CHAPTER 3	arg1
76065f5ae1fa7b809236a0750ba31835	chapter_3_2	978-1-4987-6285-4	Even glycans of the same sequence	glycans	Even glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg0
a69ddfe4fc89ea3008e3b84ca85c7973	chapter_3_2	978-1-4987-6285-4	different linkage bonds (glycosidic bonds) between monosaccharides	bonds	different linkage bonds	sugar (subset of carbon source)	monosaccharides	COID882808	CHAPTER 3	arg1
e8bb499c7c17c856f6ad2c163c3a30ba	chapter_3_2	978-1-4987-6285-4	galactosylation	galactosylation	galactosylation	glycosylation	galactosylation	COID475750	CHAPTER 3	arg0
da61b347fdd3cb2e7759bd8bd286987a	chapter_3_2	978-1-4987-6285-4	IgG activity	activity	IgG activity	antibody	IgG	COID713543	CHAPTER 3	arg1
2bea0f5cdf20eeb4fccafc2710a0b692	chapter_3_2	978-1-4987-6285-4	the central corridor of energy metabolism	corridor	the central corridor	biological process	metabolism	COID291079	CHAPTER 3	arg0
7e3c5d2b4ea47bda0e7fb2976766f610	chapter_3_2	978-1-4987-6285-4	glycosylation	glycosylation	glycosylation	glycosylation	glycosylation	COID119643	CHAPTER 3	arg1
376bc412bc860f0b7a2a4f79adf9156e	chapter_3_2	978-1-4987-6285-4	Etanercept (Embrel, a fusion protein of TNF α-Fc for rheumatoid arthritis treatment)	Etanercept	Etanercept	recombinant protein	fusion protein	COID506208	CHAPTER 3	arg0
daec94eacd59df59ca8854c16cce9d64	chapter_3_2	978-1-4987-6285-4	11 O-glycosylation sites	sites	11 O-glycosylation sites	glycosylation	O-glycosylation	COID233146	CHAPTER 3	arg1
0e549fd3c30a37aa86e1a2d26f705282	chapter_3_2	978-1-4987-6285-4	3 N-glycosylation sites	sites	3 N-glycosylation sites	glycosylation	N-glycosylation	COID293911	CHAPTER 3	arg1
b3992a153e610d3ec5f99470dbb71a88	chapter_3_2	978-1-4987-6285-4	Bisection of the glycan on Asn 297	Bisection	Bisection	sugar (subset of carbon source)	glycan	COID626759	CHAPTER 3	arg0
d54ce4866d7a10d028794ca3d175785b	chapter_3_2	978-1-4987-6285-4	ADCC activity	activity	ADCC activity	clinical outcomes	ADCC	COID386333	CHAPTER 3	arg1
f6b3f4e61873a52cd2ba36c6f682f14c	chapter_3_2	978-1-4987-6285-4	complex glycans	glycans	complex glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg0
07d0c1f2184f750d285b78260f653695	chapter_3_2	978-1-4987-6285-4	sialic acid	acid	sialic acid	sugar (subset of carbon source)	sialic acid	COID148212	CHAPTER 3	arg1
c5b6708d4be87067f684514701910497	chapter_3_2	978-1-4987-6285-4	These glycans	glycans	These glycans	sugar (subset of carbon source)	glycans	COID626759	CHAPTER 3	arg0
9863f79848bf529966ddb844f8a5e896	chapter_3_2	978-1-4987-6285-4	N-glycosylation in the Fc region	N-glycosylation	N-glycosylation	glycosylation	N-glycosylation	COID293911	CHAPTER 3	arg0
f0f4c6701ff9a021fee5876684ca24c0	chapter_3_2	978-1-4987-6285-4	This bisecting GlcNAc	GlcNAc	This bisecting GlcNAc	sugar (subset of carbon source)	GlcNAc	COID510815	CHAPTER 3	arg0
30d555dbc05b0cf1a2e7b7ea312cc07a	chapter_3_2	978-1-4987-6285-4	glycan structure	structure	glycan structure	sugar (subset of carbon source)	glycan structure	COID684992	CHAPTER 3	arg1
e591706d60f7e9d1552cbd4accb9eace	chapter_3_2	978-1-4987-6285-4	The OHgroups of serine and threonine	OHgroups	The OHgroups	amino acid (subset of substrates)	threonine	COID905902	CHAPTER 3	arg0
0ee1abf71546ec2be6cf1ac29b6026a9	chapter_3_2	978-1-4987-6285-4	mannose	mannose	mannose	sugar (subset of carbon source)	mannose	COID906305	CHAPTER 3	arg1
